Comment Head	Comment Body	Comment Rating
 Best Movie Ever	I just love everything about this movie. Everything about this movie is why I can literally watch it all the time. It has re watch ability that is rare for a movie and it draws me back every time. It never gets old.	9
 Great movie	Great movie! I love the movie and it's production!	10
 Good	Really good film! I recommend to wach it! This film is old but gold :)	10
 greate movie	Greate movie, i was encourged by this movie long time ago	10
 This is a must see!	Such a good movie. Everything fell into place. The actors, the ideas, the decor. Everything was awesome. I'll watch it again soon. Seen it two times by now.	10
 love it	One of my favorite movies. Very exciting, just great!	10
 Guter Film den man gesehen haben MUSS!	Einer meiner Top Lieblingsfilmen.Sehr Spannend gemacht, einfach toll....	10
 Movie Defeats The Book!!!!!	As an omnivorous reader movies are always second to books to me. I believe....movie can never defeat the book because while reading book we use our own imagination....and movie narrows down the imagination.....it only allows us to see how the director has imagined the book.	9
 it good	It good It gIt good ood It It good good It gooIt good d It good It good IIt good t good It good It good It good It good It goIt good od It good It good It gIt good ood It It good good It gooIt good d It good It good IIt good t good It good It good It good It good It good It gIt good ood It It good good It gooIt good d It good It good It good It gIt good ood It It good good It gooIt good d It good It good IIt good t good It good It good It good It good It goIt good od It good IIt good t good It good It good It good It good It goIt good od It good It goIt good od It good It good	10
 believe in and trust the creative ability of all will be able to	"Therefore, in defense of both Tolkien (whom some on this website have maligned) and Jackson (whom many have maligned), I forward that both are imaginative creators in their own right, with different and completely acceptable offerings to the world. Those who cannot tolerate either for ""mediocre writing"" or ""atrocious film-making"" should offer forth their literary or cinematic offspring instead of cunningly-worded diatribes of their deep dissatisfaction with all that does not conform to their inner reality. Then, we few who believe in and trust the creative ability of all will be able to see how those critical inner realities (so authoritative in exposition) match up with the rest of our perceptions."	9
 Awesome	When crisis threatens Gotham City, Bruce Wayne jumps back into the Batmobile to fight crime. Batman is joined on his quest by an eager orphaned cop (Joseph Gordon-Levitt), a seductive cat burglar (Anne Hathaway), and a violent masked villain (Tom Hardy).	8
 best movie	A thumpingly good ode to friendship hope wit wiles and wisdom	10
 The Gold Standard	The Shawshank Redemption is a perfect film. One of the reasons why I got into filmmaking. It's an inspiration and should be required viewing for any filmmaker.	10
 not a 10-point film	Nice movie but a bit over-rated for top ten. film about two imprisoned men and their story. there isn't any intresting thing that will be up to top film.	8
 Best movie about prison	Great movie and absolutely best movie about prison but i think this movie isn't the best movie of all time.	8
 Must watch	One of the all time great movies. Its a must watch.	10
 one of the best movies	I still remember the first time I saw this movie. The storyline is never ordinary, always surprise me. And the actor team are so impressive	10
